# --------------------------------------------------------------------------
# A basic set of bright stars -- taken from the xephem program.
# 
# Based on the 5th Revised edition of the Yale Bright Star Catalog, 1991, from
# ftp://adc.gsfc.nasa.gov/pub/adc/archives/catalogs/5/5050.
# 
# Only those entries with a Bayer and/or Flamsteed number are retained
# here.
# 
# Format: Constellation BayerN-Flamsteed, as available. Bayer is
#   truncated as requried to enforce a maximum total length of 13
#   imposed within xephem.
# 
# Common names were then overlayed by closest position match from
# hand-edited a list supplied by Robert Tidd (inp@violet.berkeley.edu)
# and Alan Paeth (awpaeth@watcgl.waterloo.edu)
#
# --------------------------------------------------------------------------
#
# Data file format:
# 
# name,right ascention (radians),declination (radians),magnitude,spectral type
#
# --------------------------------------------------------------------------
#
# Sorted in ascending order of magnitude, so we can use a hack to improve
# performace a bit. Please, keep it sorted.
#
# --------------------------------------------------------------------------
# 
# Brightest star follows
Markab,6.042163,0.265382,2.5,B9
Cyg Epsilo-53,5.437624,0.592893,2.5,K0
Mekab,0.795347,0.071379,2.5,M1
Peg Beta-53,6.037857,0.490137,2.5,M2
Aur Theta-37,1.569582,0.649481,2.6,A0
Sgr Zeta-38,4.985584,-0.490782,2.6,A2
Zozca,2.941352,0.358205,2.6,A4
Sheratan,0.500211,0.363169,2.6,A5
Sco Beta1-8,4.212512,-0.317553,2.6,B1
Cen Delta,3.178063,-0.860055,2.6,B2
Phakt,1.481995,-0.592117,2.6,B7
Crv Gamma-4,3.210562,-0.287247,2.6,B8
Zuben el Chamali,4.001196,-0.150394,2.6,B8
Arneb,1.451809,-0.282355,2.6,F0
Leo Gamma1-41,2.705137,0.346302,2.6,K1
Oph Zeta-13,4.350924,-0.164633,2.6,O9
Cas Delta-37,0.374446,1.051304,2.7,A5
Lup Beta,3.920584,-0.748155,2.7,B2
Mus Alpha,3.303836,-1.201911,2.7,B2
Sco Upsilo-34,4.584820,-0.640609,2.7,B2
Muphrid,3.642000,0.321102,2.7,G0
Crv Beta-9,3.291633,-0.394503,2.7,G5
Vel Mu,2.822067,-0.847881,2.7,G5
Unukalhay,4.120148,0.112147,2.7,K2
Aur Iota-3,1.295878,0.578858,2.7,K3
Cen Iota,3.493262,-0.615888,2.8,A2
Cursa,1.343249,-0.085759,2.8,A3
Lib Alpha2-9,3.887190,-0.278525,2.8,A3
Car Theta,2.805428,-1.110126,2.8,B0
Cru Delta,3.207675,-0.999220,2.8,B2
Lup Gamma,4.080325,-0.712671,2.8,B2
Alwaid,4.583380,0.912831,2.8,G2
Hyi Beta,0.112363,-1.339467,2.8,G2
Kornephoros,4.320650,0.375066,2.8,G7
Dra Eta-14,4.293474,1.073625,2.8,G8
Pulcherrima,3.861483,0.472533,2.8,K0
Kelb al Rai,4.640278,0.079713,2.8,K2
Pup Pi,1.907398,-0.644070,2.8,K3
Sgr Delta-19,4.803997,-0.491693,2.8,K3
Tarazed,5.176036,0.185238,2.8,K3
Ori Iota-44,1.463604,-0.071384,2.8,O9
Oph Delta-1,4.251382,-0.040240,2.8,M0
TrA Gamma,4.009501,-1.174965,2.9,A1
Castor,1.983567,0.556561,2.9,A2
Deneb Algiedi,5.703038,-0.277032,2.9,Am
Per Epsilo-45,1.037831,0.698311,2.9,B0
Sco Tau-23,4.345361,-0.484920,2.9,B0
Per Zeta-44,1.021592,0.556474,2.9,B1
Sco Pi-6,4.183780,-0.451793,2.9,B1
Sco Sigma-20,4.281242,-0.425986,2.9,B1
Algenib,0.057756,0.265004,2.9,B2
Alcyone,0.992591,0.420712,2.9,B7
Cyg Delta-18,5.170429,0.787682,2.9,B9
Hyi Alpha,0.518232,-1.054707,2.9,F0
Sgr Pi-41,5.016789,-0.366107,2.9,F2
TrA Beta,4.167592,-1.092043,2.9,F2
Pup Rho-15,2.127309,-0.413570,2.9,F6
Her Zeta-40,4.368937,0.551577,2.9,G0
Lep Beta-9,1.432239,-0.335811,2.9,G5
Vindemiatrix,3.412890,0.191274,2.9,G8
Sgr Lambda-22,4.834431,-0.428973,2.9,K1
Ara Beta,4.560982,-0.950681,2.9,K3
Tuc Alpha,5.840315,-1.042665,2.9,K3
Gem Mu-13,1.670978,0.392937,2.9,M3
Aql Zeta-17,4.997794,0.241961,3.0,A0
Cor Caroli,3.386062,0.668781,3.0,A0
UMi Gamma-13,4.017435,1.253738,3.0,A3
Tri Beta-4,0.565239,0.610642,3.0,A5
Car Upsilon,2.561714,-1.133208,3.0,A6
Boo Gamma-27,3.805160,0.668607,3.0,A7
Ara Alpha,4.589525,-0.839920,3.0,B2
CMa Zeta-1,1.659430,-0.522493,3.0,B2
Cen Mu,3.619886,-0.724767,3.0,B2
Mus Beta,3.343535,-1.184938,3.0,B2
CMa Omicr2-24,1.845795,-0.386881,3.0,B3
Tau Zeta-123,1.473254,0.369006,3.0,B4
Per Delta-39,0.972694,0.834049,3.0,B5
Gomeisa,1.951060,0.144678,3.0,B8
Gru Gamma,5.733094,-0.639401,3.0,B8
Crv Delta-7,3.271903,-0.270255,3.0,B9
Aur Epsilon-7,1.317585,0.764861,3.0,F0
Sco Iota1,4.658218,-0.695916,3.0,F2
Sadalsud,5.635486,-0.077299,3.0,G0
Leo Epsilo-17,2.556260,0.414937,3.0,G1
Peg Eta-44,5.947217,0.527463,3.0,G2
Sadalmelik,5.784821,0.005580,3.0,G2
Hya Gamma-46,3.485953,-0.398430,3.0,G8
MEbsuta,1.762484,0.438621,3.0,G8
Per Gamma-23,0.806328,0.933863,3.0,G8
Sgr Gamma2-10,4.737733,-0.516196,3.0,K0
Pup Tau,1.788686,-0.861936,3.0,K1
UMa Psi-52,2.921958,0.776647,3.0,K1
Crv Epsilon-2,3.185771,-0.373156,3.0,K2
UMa Mu-34,2.715420,0.724302,3.0,M0
Zaurak,1.038602,-0.218016,3.0,M0
Mira,0.608007,-0.017846,3.0,M7
Her Delta-65,4.516178,0.433525,3.1,A3
Talitha,2.352733,0.838485,3.1,A7
Sco Mu1,4.415116,-0.662396,3.1,B1
Cen Kappa,3.923333,-0.731220,3.1,B2
Cen Lambda,3.035913,-1.099213,3.1,B9
Cap Beta-9,5.327668,-0.230708,3.1,F8
Dra Delta-57,5.028970,1.180919,3.1,G9
Hya Zeta-16,2.336094,0.103770,3.1,G9
Ind Alpha,5.399903,-0.815219,3.1,K0
Col Beta,1.531352,-0.597455,3.1,K2
Hya Nu,2.834524,-0.275874,3.1,K2
Albireo,5.108237,0.487989,3.1,K3
Ara Zeta,4.444568,-0.942647,3.1,K3
Lyn Alpha-40,2.448064,0.600262,3.1,K7
Sgr Eta,4.789300,-0.615025,3.1,M3
Eri Theta1,0.777813,-0.692813,3.2,A4
Cir Alpha,3.850662,-1.099989,3.2,Ap
Alphirk,5.622840,1.231519,3.2,B1
Lup Delta,4.020242,-0.686831,3.2,B1
Aur Eta-10,1.337424,0.719677,3.2,B3
Dra Zeta-22,4.488929,1.146938,3.2,B6
Pup Nu,1.735563,-0.747069,3.2,B8
Sgr Phi-27,4.911604,-0.436492,3.2,B8
Aql Theta-65,5.285315,0.014336,3.2,B9
Sulaphat,4.969578,0.570538,3.2,B9
Ori Pi3-1,1.264666,0.121499,3.2,F6
UMa Theta-25,2.499559,0.901938,3.2,F6
Cyg Zeta-64,5.554234,0.527560,3.2,G8
Oph Epsilon-2,4.268734,-0.057727,3.2,G9
Alrai,6.193068,1.354943,3.2,K1
Oph Kappa-27,4.440416,0.163625,3.2,K2
Her Pi-67,4.516243,0.642441,3.2,K3
Lep Epsilon-2,1.332828,-0.377495,3.2,K5
Pup Sigma,1.960136,-0.745231,3.2,K5
Hyi Gamma,0.991514,-1.287374,3.2,M2
Dor Alpha,1.195536,-0.959146,3.3,A0
Skat,5.998042,-0.247473,3.3,A3
Pic Alpha,1.781065,-1.048221,3.3,A7
Oph Theta-42,4.546626,-0.401435,3.3,B2
Ser Eta-58,4.805371,-0.019218,3.3,K0
Dra Iota-12,4.035768,1.029153,3.3,K2
Hya Pi-49,3.692993,-0.441874,3.3,K2
And Delta-31,0.171602,0.538623,3.3,K3
Gem Eta-7,1.635708,0.392815,3.3,M3
Lib Sigma-20,3.944750,-0.431411,3.3,M3
Leo Theta-70,2.941927,0.269295,3.4,A2
Megrez,3.208904,0.995405,3.4,A3
Vir Zeta-79,3.554770,0.010399,3.4,A3
Ara Gamma,4.561389,-0.970796,3.4,B1
Ori Eta-28,1.415797,-0.027979,3.4,B1
Lup Epsilon,4.025958,-0.755912,3.4,B2
Cas Epsilo-45,0.499142,1.111251,3.4,B3
Car Omega,2.677931,-1.221066,3.4,B8
Lep Mu-5,1.365422,-0.275665,3.4,B9
Aql Delta-30,5.085446,0.054362,3.4,F3
Sco Eta,4.503619,-0.746317,3.4,F3
Gem Xi-31,1.768411,0.225070,3.4,F5
Hya Epsilo-11,2.298497,0.112031,3.4,G5
UMa Omicron-1,2.226451,1.059730,3.4,G5
Pup Xi-7,2.047686,-0.403874,3.4,G6
Phe Beta,0.288343,-0.790309,3.4,G8
Ret Alpha,1.110138,-1.073833,3.4,G8
Oph Nu-64,4.708142,-0.143578,3.4,K0
Cep Zeta-21,5.806950,1.015801,3.4,K1
Sgr Tau-40,5.004470,-0.459535,3.4,K1
Vir Delta-43,3.384208,0.059298,3.4,M3
Per Rho-25,0.807986,0.677891,3.4,M4
Leo Eta-30,2.649992,0.292566,3.5,A0
Ser Mu-32,4.143499,-0.044850,3.5,A0
Peg Theta-26,5.804092,0.108172,3.5,A2
UMa Lambda-33,2.692592,0.748998,3.5,A2
Cet Gamma-86,0.712531,0.056476,3.5,A3
Gru Epsilon,5.971448,-0.884586,3.5,A3
Lep Zeta-14,1.513877,-0.230000,3.5,A3
Pav Beta,5.432155,-1.148373,3.5,A7
Tau Theta2-78,1.172258,0.276998,3.5,A7
Cen Nu,3.619398,-0.703581,3.5,B2
Lup Eta,4.189321,-0.656297,3.5,B2
Lup Iota,3.749854,-0.801843,3.5,B2
Car Chi,2.080338,-0.890428,3.5,B3
Tau Lambda-35,1.050165,0.217996,3.5,B3
Tel Alpha,4.830082,-0.768498,3.5,B3
Vel Phi,2.604308,-0.932568,3.5,B5
Homam,5.940497,0.189043,3.5,B8
Sheliak,4.930904,0.582290,3.5,B8
Aql Lambda-16,5.001452,-0.054411,3.5,B9
Leo Zeta-36,2.690818,0.408708,3.5,F0
Ser Xi-55,4.614592,-0.254842,3.5,F0
Wasat,1.920400,0.383662,3.5,F2
Leo Omicro-14,2.535745,0.172652,3.5,F6
Tri Alpha-2,0.493412,0.516249,3.5,F6
Cas Eta-24,0.214239,1.009077,3.5,F9
Her Mu-86,4.653302,0.483815,3.5,G5
Her Eta-44,4.375962,0.679321,3.5,G7
Hya Xi,3.023790,-0.526081,3.5,G7
Boo Delta-49,3.994637,0.581452,3.5,G8
Cet Tau-52,0.454084,-0.245437,3.5,G8
Lup Zeta,3.980594,-0.905840,3.5,G8
Nekkar,3.935485,0.704948,3.5,G8
Peg Mu-48,5.977767,0.429380,3.5,G8
Tau Epsilo-74,1.172061,0.334759,3.5,G9
Cep Eta-3,5.433603,1.079292,3.5,K0
Cep Iota-32,5.976356,1.155418,3.5,K0
Eri Delta-23,0.974105,-0.143757,3.5,K0
Cet Eta-31,0.299280,-0.171353,3.5,K1
Sgr Xi2-37,4.964284,-0.364657,3.5,K1
UMa Nu-54,2.960420,0.577602,3.5,K3
Cnc Beta-17,2.166455,0.160318,3.5,K4
CMa Sigma-22,1.840093,-0.454925,3.5,K7
Ori Lambda-39,1.462317,0.173384,3.5,O8
Phe Gamma,0.385565,-0.744936,3.5,M0
Sge Gamma-12,5.230563,0.340203,3.5,M0
Her Alpha1-64,4.514505,0.251158,3.5,M5
UMa Kappa-12,2.372012,0.823039,3.6,A1
Gem Lambda-54,1.911543,0.288682,3.6,A3
Gem Theta-34,1.801129,0.592733,3.6,A3
Mus Lambda,3.078790,-1.139201,3.6,A7
Sco Mu2,4.417145,-0.662920,3.6,B2
Ori Tau-20,1.385821,-0.089981,3.6,B5
And Omicron-1,6.029771,0.738730,3.6,B6
Ara Delta,4.586282,-1.035261,3.6,B8
Ari 41,0.741692,0.475786,3.6,B8
Atlas,0.999906,0.419810,3.6,B8
Eri Phi,0.595637,-0.881178,3.6,B8
Eri Upsil4-41,1.125279,-0.562025,3.6,B9
Vel Psi,2.490149,-0.689987,3.6,F3
Rotanev,5.399831,0.254736,3.6,F5
Lep Gamma-13,1.503005,-0.376148,3.6,F6
Dra Chi-44,4.804266,1.269426,3.6,F7
Zawijah,3.100992,0.030800,3.6,F9
Pav Delta,5.274065,-1.148742,3.6,G6
Tau Omicron-1,0.893667,0.157584,3.6,G6
Psc Eta-99,0.399171,0.267835,3.6,G7
Cap Alpha2-6,5.314768,-0.199932,3.6,G8
Crt Delta-12,2.964187,-0.230757,3.6,G8
Gem Kappa-77,2.026531,0.425826,3.6,G8
Cet Theta-45,0.366621,-0.136427,3.6,K0
Hya Lambda-41,2.664194,-0.203258,3.6,K0
Cet Iota-8,0.084772,-0.125247,3.6,K1
Mus Delta,3.413297,-1.229604,3.6,K2
Pav Eta,4.650139,-1.104376,3.6,K2
And 51,0.427577,0.848725,3.6,K3
Boo Rho-25,3.804076,0.530081,3.6,K3
Cru Epsilon,3.234793,-1.040197,3.6,K3
Lib Upsilo-39,4.088543,-0.486336,3.6,K3
Sco Zeta2,4.426955,-0.726731,3.6,K4
Lup Phi1,4.022140,-0.623756,3.6,K5
Thuban,3.684339,1.123570,3.7,A0
Ser Beta-28,4.128525,0.269164,3.7,A2
Pyx Alpha,2.284600,-0.572706,3.7,B1
Ara Theta,4.741325,-0.871065,3.7,B2
Cas Zeta-17,0.161319,0.940679,3.7,B2
Lib Tau-40,4.095662,-0.492571,3.7,B2
Ori Pi4-3,1.270629,0.097826,3.7,B2
Cap Gamma-40,5.672720,-0.267695,3.7,F0
CrB Beta-3,4.048415,0.507993,3.7,F0
UMa 23,2.493763,1.100639,3.7,F0
Vir Gamma-29,3.323369,-0.009609,3.7,F0
Vir Gamma-29,3.323369,-0.009609,3.7,F0
Psc Gamma-6,6.096282,0.057286,3.7,G9
Tau Gamma-54,1.133562,0.272751,3.7,K0
Aqr 88,6.062605,-0.363508,3.7,K1
Ind Beta,5.475141,-1.004364,3.7,K1
Eri Tau4-16,0.870556,-0.353293,3.7,M3
Oph Gamma-62,4.659564,0.047250,3.8,A0
Vir 109,3.866988,0.033035,3.8,A0
Aqr Epsilon-2,5.444016,-0.148426,3.8,A1
Lac Alpha-7,5.896122,0.877595,3.8,A1
Ser Epsilo-37,4.148720,0.078152,3.8,A2
Oph 72,4.744459,0.166921,3.8,A4
Cyg Iota2-10,5.103801,0.902854,3.8,A5
Her Gamma-20,4.284434,0.334284,3.8,A9
Her Iota-85,4.622788,0.802963,3.8,B3
Ori Pi5-8,1.283915,0.042596,3.8,B3
Electra,0.981202,0.420857,3.8,B6
Svalocin,5.408943,0.277716,3.8,B9
Tau Xi-2,0.903950,0.169869,3.8,B9
Ser Delta-13,4.078842,0.183914,3.8,F0
Ser Delta-13,4.078842,0.183943,3.8,F0
Lep Eta-16,1.555110,-0.241418,3.8,F1
Cyg Tau-65,5.562328,0.664020,3.8,F2
UMa Upsilo-29,2.578680,1.030418,3.8,F2
Cep Delta-27,5.886872,1.019539,3.8,F5
Peg Iota-24,5.790181,0.442354,3.8,F5
Per Nu-41,0.982591,0.743137,3.8,F5
Dor Beta,1.455714,-1.073557,3.8,F6
Gem Zeta-43,1.850522,0.359019,3.8,F7
Cap Zeta-34,5.614142,-0.376792,3.8,G4
Leo Gamma2-41,2.705159,0.346283,3.8,G7
Aql Beta-60,5.215538,0.111817,3.8,G8
Eri Chi,0.505964,-0.879491,3.8,G8
Her Xi-92,4.702637,0.510470,3.8,G8
Cyg Kappa-1,5.048816,0.931458,3.8,G9
Gem Iota-60,1.944849,0.485168,3.8,G9
Sgr Omicro-39,4.994623,-0.353575,3.8,G9
Aur Delta-33,1.568731,0.947447,3.8,K0
Baten,0.486336,-0.168686,3.8,K0
Oct Nu,5.678756,-1.337097,3.8,K0
Per Kappa-27,0.826835,0.782906,3.8,K0
Tau Delta1-61,1.147270,0.306174,3.8,K0
UMa Chi-63,3.080724,0.833909,3.8,K0
Vol Gamma2,1.870768,-1.213023,3.8,K0
Vol Beta,2.206692,-1.149527,3.8,K1
Cyg 31,5.295467,0.815791,3.8,K2
Dra Xi-32,4.684151,0.992617,3.8,K2
Eri Epsilo-18,0.929082,-0.149080,3.8,K2
Per Eta-15,0.744805,0.975561,3.8,K3
Aur Zeta-8,1.319811,0.716909,3.8,K4
Cyg Xi-62,5.519306,0.766684,3.8,K4
Ara Eta,4.406018,-1.029022,3.8,K5
Aqr Lambda-73,5.989163,-0.112055,3.8,M2
Oph Lambda-10,4.323675,0.034625,3.9,A0
Sadachbia,5.854082,-0.010695,3.9,A0
Cen Tau,3.306104,-0.828314,3.9,A2
Vir Eta-15,3.228452,0.011640,3.9,A2
Lyn 38,2.438421,0.642325,3.9,A3
And Mu-37,0.247633,0.671942,3.9,A5
Pic Beta,1.515317,-0.888959,3.9,A5
Leo Rho-47,2.761162,0.162432,3.9,B1
Per Omicro-38,0.978773,0.563538,3.9,B1
CMa Omega-28,1.897224,-0.440298,3.9,B2
Cen Phi,3.657650,-0.731278,3.9,B2
Cen Upsilon1,3.659432,-0.753919,3.9,B2
Sco Rho-5,4.175198,-0.502408,3.9,B2
Cen Pi,2.971452,-0.933906,3.9,B5
Her Tau-22,4.274922,0.808320,3.9,B5
Mus Gamma,3.283255,-1.254315,3.9,B5
Dra Kappa-5,3.287691,1.218036,3.9,B6
Maia,0.985355,0.425298,3.9,B8
Sgr Mu-13,4.772443,-0.365491,3.9,B8
CrB Gamma-8,4.113494,0.458944,3.9,B9
Her Omicr-103,4.745303,0.502000,3.9,B9
Hya Theta-22,2.418874,0.040390,3.9,B9
Lup Kappa1,3.979067,-0.824881,3.9,B9
Vir Mu-107,3.853076,-0.075776,3.9,F2
Ser Gamma-41,4.173315,0.273348,3.9,F6
For Alpha,0.838071,-0.471467,3.9,F8
TrA Delta,4.256153,-1.087592,3.9,G2
Col Delta,1.667284,-0.568342,3.9,G7
Dra Epsilo-63,5.184384,1.226404,3.9,G7
And Lambda-16,6.185294,0.810846,3.9,G8
Aps Gamma,4.334743,-1.345697,3.9,G8
Eri Upsil2-52,1.202314,-0.513786,3.9,G8
Cyg Eta-21,5.219873,0.612320,3.9,K0
LMi 46,2.850610,0.597164,3.9,K0
Lep Delta-15,1.532930,-0.333721,3.9,K0
Phe Epsilon,0.041066,-0.772352,3.9,K0
Tau Theta1-77,1.171880,0.278593,3.9,K0
Col Epsilon,1.445184,-0.602652,3.9,K1
Eri Eta-3,0.769814,-0.123952,3.9,K1
Her Theta-91,4.696041,0.650145,3.9,K1
Hor Alpha,1.108291,-0.727899,3.9,K1
CMa Omicr1-16,1.806990,-0.415670,3.9,K2
Eri 53,1.213789,-0.239042,3.9,K2
Her 109,4.815792,0.379953,3.9,K2
Leo Mu-24,2.586418,0.453907,3.9,K2
Ret Beta,0.978257,-1.102927,3.9,K2
Aps Alpha,3.874020,-1.378030,3.9,K3
Sct Alpha,4.866007,-0.135365,3.9,K3
Hya Mu-42,2.731833,-0.264655,3.9,K4
Ori Sigma-48,1.478061,-0.024435,3.9,O9
Dra Lambda-1,3.016816,1.210056,3.9,M0
Sge Delta-7,5.180959,0.323482,3.9,M2
Her Epsilo-58,4.451855,0.539767,4.0,A0
Pav Epsilon,5.238569,-1.240745,4.0,A0
Cyg Nu-58,5.485453,0.718504,4.0,A1
Mizar,3.507850,0.958564,4.0,A1
Tau Nu-38,1.060971,0.104531,4.0,A1
Tri Gamma-9,0.599150,0.590745,4.0,A1
Cas 50,0.538587,1.263992,4.0,A2
Pup 3,2.023746,-0.472029,4.0,A2
Vol Alpha,2.366870,-1.145004,4.0,A2
Alcor,3.513457,0.959723,4.0,A5
Phe Kappa,0.114334,-0.738623,4.0,A7
CMa Kappa-13,1.788272,-0.549628,4.0,B1
Sco Omega1-9,4.218490,-0.337387,4.0,B1
Cen Sigma,3.263940,-0.868641,4.0,B2
Cru Mu1,3.379801,-0.991735,4.0,B2
Cru Zeta,3.222031,-1.116957,4.0,B2
Eri Nu-48,1.205666,-0.046208,4.0,B2
Cen Rho,3.192433,-0.901138,4.0,B3
Per 48,1.084991,0.832740,4.0,B3
Sco Nu-14,4.241128,-0.323574,4.0,B3
Eri Mu-57,1.245736,-0.047914,4.0,B5
Oph 67,4.715203,0.051167,4.0,B5
Del Epsilon-2,5.380908,0.197280,4.0,B6
Phe Zeta,0.298386,-0.955640,4.0,B6
Sgr Alpha,5.078414,-0.687379,4.0,B8
Aqr Eta-62,5.913859,0.002051,4.0,B9
Lup Chi-5,4.149338,-0.565012,4.0,B9
Sgr Beta1,5.072967,-0.759936,4.0,B9
Sgr Rho1-44,5.068756,-0.281919,4.0,F0
Tuc Gamma,6.097439,-1.008175,4.0,F1
Crv Alpha-1,3.178303,-0.406158,4.0,F2
Eri Omicr1-38,1.098968,-0.090103,4.0,F2
Leo Iota-78,2.984186,0.183769,4.0,F4
Psc Omega-28,6.280182,0.119788,4.0,F4
Cyg 41,5.364248,0.530032,4.0,F5
Aql Eta-55,5.203146,0.017550,4.0,F6
Vol Delta,1.906030,-1.152664,4.0,F6
Dra Theta-13,4.197030,1.022157,4.0,F8
Equ Alpha-8,5.566829,0.091591,4.0,G0
Cam Beta-10,1.323912,1.054916,4.0,G1
Per Tau-18,0.760345,0.920879,4.0,G4
Gru Delta1,5.887301,-0.741843,4.0,G6
Cnc Iota-48,2.298148,0.501957,4.0,G7
Pyx Beta,2.269379,-0.605484,4.0,G7
Cyg Rho-73,5.646060,0.795730,4.0,G8
Nor Gamma2,4.275359,-0.869950,4.0,G8
Peg Lambda-47,5.962619,0.411297,4.0,G8
Zuben el Hakrabi,4.082005,-0.230568,4.0,G8
Aur Nu-32,1.533664,0.683272,4.0,G9
Aqr 98,6.121611,-0.347311,4.0,K0
Cnc Delta-47,2.289370,0.316850,4.0,K0
Col Eta,1.567073,-0.718809,4.0,K0
Mon Alpha-26,2.012568,-0.147461,4.0,K0
Oph 70,4.736191,0.043624,4.0,K0
Pav Zeta,4.900165,-1.231713,4.0,K0
Phe Delta,0.398161,-0.853941,4.0,K0
Vol Zeta,2.015070,-1.246058,4.0,K0
Aql 12,4.981519,-0.074370,4.0,K1
Aql Epsilo-13,4.972545,0.262992,4.0,K1
CMa Nu2-7,1.730858,-0.327147,4.0,K1
